ReadName	Type	RefName	DelLength	DelLeft	DelRight	ReadLength	LeftLen	RightLen	Overlap	Orientation	Strand	1stOccurrence?
M01715:133:000000000-AF5JT:1:2119:18992:9138	Deletion	68L	35	418	452	109	80	38	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1102:16218:24090	Deletion	68S	258	2021	2278	151	86	71	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1106:17287:4956	Deletion	68S	144	997	1140	151	86	68	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:14361:12655	Deletion	68L	35	418	452	109	78	40	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1104:28450:9848	Deletion	68L	222	329	550	151	96	56	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1107:6454:4252	Deletion	68S	413	2655	3107	151	88	65	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:24195:4107	Deletion	68L	64	393	456	100	48	51	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:20907:4293	Deletion	68L	6478	103	6580	151	83	68	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2108:16556:22373	Deletion	68S	132	2732	2863	151	93	61	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:29684:12226	Deletion	68L	597	1403	1999	151	85	66	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:7046:19991	Deletion	68S	81	1575	1655	151	85	69	3	correct	reverse	0
M01715:133:000000000-AF5JT:1:2107:20287:20433	Deletion	68L	761	5291	6051	151	93	58	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:7708:8430	Deletion	68S	224	2613	2836	151	122	33	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:21246:23639	Deletion	68L	249	6061	6309	151	117	40	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:28081:8673	Deletion	68L	312	1636	1947	151	85	71	5	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:11104:17823	Deletion	68L	35	418	452	109	78	40	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1101:3175:17966	Deletion	68S	270	2799	3068	76	50	30	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2104:13154:19100	Deletion	68S	112	2662	2773	151	120	42	11	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:13814:10121	Deletion	68S	413	2655	3107	151	82	71	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2113:6778:8911	Deletion	68S	270	2799	3068	151	111	44	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2109:24930:14637	Deletion	68S	102	2501	2602	151	103	52	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1105:17174:9642	Deletion	68S	577	2320	2896	151	82	76	7	correct	forward	1
M01715:133:000000000-AF5JT:1:2101:17038:10158	Deletion	68S	154	2908	3061	151	120	31	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:17205:2318	Deletion	68L	482	6333	6814	151	91	65	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:18392:21491	Deletion	68S	270	2799	3068	151	115	40	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1115:7639:4514	Deletion	68S	103	790	892	151	107	47	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2113:18318:6533	Deletion	68S	173	1450	1622	151	97	59	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:1109:22689:12336	Deletion	68S	280	1638	1917	151	111	44	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:8779:6953	Deletion	68L	35	418	452	151	123	37	9	correct	reverse	0
M01715:133:000000000-AF5JT:1:1117:22967:6278	Deletion	68S	81	1575	1655	151	89	65	3	correct	forward	0
M01715:133:000000000-AF5JT:1:2112:7357:16806	Deletion	68S	172	3127	3298	151	118	34	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:13852:23508	Deletion	68L	6302	733	7034	151	119	33	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:10995:9611	Deletion	68S	81	1575	1655	151	116	38	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1110:8850:13949	Deletion	68S	270	2799	3068	151	104	51	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1109:15430:4812	Deletion	68S	270	2799	3068	151	78	77	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2104:22112:21734	Deletion	68S	587	2479	3065	151	121	30	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:15341:3275	Deletion	68S	262	2808	3069	107	61	48	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:19570:6519	Deletion	68L	6484	354	6837	151	92	61	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1111:17561:14493	Deletion	68L	354	2715	3068	109	73	40	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:21387:15801	Deletion	68S	270	2799	3068	151	122	33	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2113:18626:18420	Deletion	68L	124	659	782	151	114	37	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1111:16564:12895	Deletion	68S	270	2799	3068	151	108	46	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1113:11414:10500	Deletion	68S	259	2808	3066	151	125	31	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:1106:17519:18851	Deletion	68L	565	1635	2199	151	105	52	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:11487:17214	Deletion	68S	412	2655	3066	151	113	41	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2108:7423:12225	Deletion	68S	375	2231	2605	151	119	38	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:2109:8832:2754	Deletion	68L	35	418	452	151	123	37	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1111:1977:11782	Deletion	68S	1005	970	1974	151	81	75	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:2113:21559:18343	Deletion	68L	4276	1583	5858	151	100	54	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2112:4704:15596	Deletion	68S	280	2741	3076	151	80	78	7	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:19241:18337	Deletion	68S	270	2799	3068	129	72	61	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:14942:5711	Deletion	68L	35	418	452	151	121	39	9	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:5207:13847	Deletion	68L	35	418	452	151	122	38	9	correct	forward	1
M01715:133:000000000-AF5JT:1:1117:4536:8348	Deletion	68S	270	2799	3068	151	96	59	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2111:17399:14229	Deletion	68L	5831	1062	6892	151	114	40	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:13722:9805	Deletion	68L	158	2195	2352	151	84	69	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:28517:14023	Deletion	68L	30	6543	6572	151	121	31	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1112:4027:12960	Deletion	68L	1701	4760	6460	151	84	68	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1102:21381:18668	Deletion	68S	260	2806	3065	151	95	57	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:5139:12171	Deletion	68S	173	1450	1622	151	110	46	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:1112:2687:8936	Deletion	68S	350	2729	3078	151	80	73	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2102:16132:21437	Deletion	68L	35	418	452	115	86	38	9	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:9266:22912	Deletion	68L	35	418	452	109	83	35	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1102:18076:12183	Deletion	68S	270	2799	3068	151	80	75	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1112:26907:7096	Deletion	68L	71	1574	1644	151	84	69	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:22408:18794	Deletion	68S	157	2739	2895	151	98	57	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:9358:19573	Deletion	68S	142	526	667	151	108	44	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2102:16866:23668	Deletion	68L	337	1571	1907	151	114	40	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1102:27137:15661	Deletion	68S	81	1575	1655	151	95	59	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1101:21328:20137	Deletion	68S	270	2799	3068	151	109	46	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2113:15549:23060	Deletion	68S	655	1005	1659	151	81	69	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2115:20191:17733	Deletion	68S	1460	825	2284	151	120	35	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2104:21843:18485	Deletion	68S	102	2501	2602	151	102	53	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:9342:21580	Deletion	68S	270	2799	3068	151	115	40	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1102:6824:22724	Deletion	68L	1010	5551	6560	151	115	39	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:13279:10100	Deletion	68S	263	2806	3068	151	82	71	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:15491:14057	Deletion	68L	5981	511	6491	151	118	34	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:6804:14355	Deletion	68S	270	2799	3068	151	121	34	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1115:18004:8295	Deletion	68S	587	2479	3065	148	98	50	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:16239:14209	Deletion	68L	305	2059	2363	151	124	30	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1101:4905:12707	Deletion	68L	39	4156	4194	151	123	34	6	correct	forward	1
M01715:133:000000000-AF5JT:1:2117:9886:22912	Deletion	68S	270	2799	3068	151	89	66	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1110:17617:7589	Deletion	68S	350	2729	3078	151	89	64	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2112:17887:15648	Deletion	68L	35	418	452	151	120	40	9	correct	reverse	0
M01715:133:000000000-AF5JT:1:2115:23542:19863	Deletion	68L	4981	506	5486	151	78	75	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2115:15810:19638	Deletion	68S	270	2799	3068	151	90	65	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2104:16186:4044	Deletion	68L	5623	1029	6651	151	91	62	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2118:11491:9516	Deletion	68L	5867	979	6845	151	76	76	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2115:7833:19522	Deletion	68L	5522	533	6054	141	76	65	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:16518:14649	Deletion	68S	54	1565	1618	151	116	37	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2111:9248:24649	Deletion	68S	270	2799	3068	151	102	53	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2119:6445:14613	Deletion	68S	166	1922	2087	151	100	58	7	correct	forward	0
M01715:133:000000000-AF5JT:1:2114:14783:5075	Deletion	68L	35	418	452	151	124	36	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:24514:14488	Deletion	68S	270	2799	3068	151	87	68	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2109:3184:10896	Deletion	68S	1327	958	2284	109	74	35	1	correct	forward	0
M01715:133:000000000-AF5JT:1:1114:10749:16609	Deletion	68L	97	3188	3299	151	91	60	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1109:19954:16601	Deletion	68S	409	2293	2701	151	90	67	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:2117:2599:11182	Deletion	68S	270	2799	3068	151	78	77	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2105:18068:3228	Deletion	68S	41	1588	1628	151	117	35	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2115:14932:22708	Deletion	68S	278	2698	2975	151	89	65	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1115:4743:13515	Deletion	68L	5640	92	5731	151	94	59	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:21151:6418	Deletion	68S	314	2744	3057	151	119	32	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2101:13264:4497	Deletion	68L	5992	818	6809	151	96	55	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:8731:22654	Deletion	68L	6305	612	6916	151	86	66	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:15545:3676	Deletion	68S	299	1893	2191	151	83	69	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2101:12305:4689	Deletion	68L	35	418	452	109	86	32	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2101:12857:2664	Deletion	68L	6156	173	6328	151	71	81	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2101:6688:5982	Deletion	68S	2680	58	2737	109	66	52	9	correct	forward	1
